x_width:50
y_width:50
x_player_start:1
y_player_start:3
walls
0,0
0,7
0,17
0,19
0,23
0,29
0,36
0,39
0,41
0,45
0,46
0,47
1,7
1,8
1,9
1,11
1,15
1,17
1,22
1,31
1,35
1,44
1,47
2,0
2,12
2,14
2,19
2,33
2,37
2,44
2,46
2,48
3,0
3,3
3,13
3,18
3,29
3,35
3,36
3,37
3,41
4,2
4,12
4,14
4,23
4,33
4,35
5,5
5,8
5,16
5,21
5,25
5,26
5,27
5,33
5,36
5,44
5,46
5,48
6,0
6,7
6,8
6,10
6,13
6,17
6,19
6,31
6,32
6,34
6,36
6,42
6,43
6,46
6,49
7,0
7,2
7,3
7,10
7,12
7,14
7,19
7,20
7,26
7,30
7,34
7,35
7,36
7,37
7,41
7,48
8,3
8,7
8,11
8,13
8,28
8,32
8,33
8,35
8,37
8,38
8,39
8,42
8,45
8,47
8,48
9,1
9,7
9,25
9,29
9,30
9,32
9,36
9,49
10,5
10,6
10,9
10,14
10,16
10,17
10,22
10,23
10,29
10,36
10,39
10,42
10,46
10,48
11,4
11,7
11,8
11,10
11,13
11,15
11,17
11,22
11,24
11,31
11,39
11,45
11,46
11,47
12,4
12,15
12,22
12,24
12,27
12,33
12,36
12,46
13,1
13,2
13,3
13,7
13,12
13,16
13,20
13,21
13,26
13,41
13,46
13,47
13,49
14,6
14,7
14,12
14,28
14,38
14,41
14,47
15,7
15,8
15,9
15,15
15,17
15,22
15,23
15,24
15,25
15,32
15,34
15,44
16,13
16,17
16,18
16,20
16,21
16,22
16,28
16,30
16,33
16,35
16,36
16,40
16,43
16,47
17,5
17,7
17,10
17,12
17,13
17,14
17,19
17,24
17,26
17,29
17,35
17,39
17,46
17,48
17,49
18,4
18,14
18,16
18,20
18,29
18,30
18,32
18,34
18,36
18,39
18,41
18,44
19,3
19,6
19,7
19,8
19,9
19,16
19,19
19,33
19,38
19,44
20,1
20,3
20,5
20,12
20,14
20,16
20,18
20,21
20,24
20,32
20,39
20,40
20,45
21,4
21,5
21,8
21,9
21,10
21,12
21,18
21,19
21,28
21,30
21,37
21,38
21,40
21,44
21,49
22,8
22,21
22,22
22,29
22,36
22,41
22,45
22,47
22,48
23,3
23,4
23,5
23,7
23,13
23,15
23,18
23,20
23,21
23,22
23,23
23,26
23,28
23,30
23,32
23,35
23,36
23,39
23,40
23,46
23,48
24,0
24,3
24,11
24,16
24,19
24,24
24,28
24,33
24,35
24,36
24,42
24,44
24,45
25,1
25,4
25,10
25,13
25,14
25,17
25,19
25,24
25,30
25,32
25,33
25,45
25,48
26,1
26,19
26,25
26,30
26,34
26,35
26,45
26,46
27,1
27,15
27,34
27,38
27,40
27,43
27,45
28,1
28,7
28,10
28,15
28,17
28,25
28,31
28,36
28,37
28,39
28,45
28,48
29,7
29,8
29,17
29,20
29,32
29,33
29,36
29,42
29,43
29,46
29,47
30,0
30,3
30,19
30,22
30,24
30,25
30,26
30,32
30,34
30,35
30,39
30,43
30,45
30,49
31,1
31,5
31,8
31,9
31,12
31,15
31,16
31,25
31,26
31,28
31,30
31,31
31,37
31,42
31,43
31,44
31,46
32,1
32,3
32,10
32,11
32,12
32,17
32,18
32,19
32,21
32,22
32,25
32,27
32,31
32,32
32,33
32,34
32,42
32,49
33,4
33,6
33,11
33,12
33,13
33,14
33,20
33,22
33,24
33,27
33,30
33,38
33,39
33,40
33,42
33,47
34,1
34,2
34,5
34,8
34,9
34,10
34,11
34,17
34,20
34,22
34,25
34,28
34,29
34,41
34,43
34,44
34,47
34,48
35,6
35,10
35,16
35,18
35,20
35,22
35,26
35,28
35,30
35,34
35,36
35,40
36,5
36,19
36,24
36,32
36,35
36,37
36,39
36,43
36,45
37,1
37,11
37,22
37,27
37,30
37,31
37,33
37,34
37,35
37,36
37,42
37,44
38,1
38,2
38,4
38,6
38,9
38,15
38,25
38,27
38,31
38,32
38,33
38,36
38,39
38,47
39,4
39,5
39,9
39,13
39,14
39,16
39,17
39,19
39,20
39,23
39,24
39,25
39,26
39,39
39,43
39,47
39,49
40,6
40,7
40,17
40,18
40,19
40,20
40,26
40,27
40,31
40,38
40,47
40,49
41,5
41,8
41,9
41,12
41,19
41,22
41,24
41,26
41,27
41,28
41,30
41,34
41,36
41,41
41,48
41,49
42,0
42,1
42,2
42,5
42,7
42,9
42,10
42,14
42,15
42,23
42,25
42,26
42,33
42,38
42,39
42,46
42,49
43,0
43,1
43,2
43,6
43,12
43,13
43,22
43,29
43,32
43,39
43,41
43,43
44,3
44,12
44,17
44,18
44,21
44,27
44,28
44,32
44,33
44,34
44,39
44,41
44,42
44,49
45,1
45,6
45,16
45,17
45,21
45,24
45,25
45,27
45,32
45,37
45,38
45,43
45,45
45,47
45,49
46,3
46,4
46,6
46,8
46,11
46,12
46,25
46,29
46,31
46,44
46,47
46,49
47,0
47,7
47,10
47,11
47,13
47,15
47,18
47,20
47,21
47,24
47,27
47,30
47,33
47,35
47,36
47,39
47,41
47,46
48,3
48,5
48,6
48,8
48,11
48,15
48,18
48,31
48,33
48,34
48,41
48,45
49,4
49,12
49,18
49,46
49,49
specials
49, 43, red, 1, False
