x_width:50
y_width:50
x_player_start:0
y_player_start:1
walls
0,9
0,14
0,19
0,23
0,29
0,34
1,5
1,8
1,22
1,26
1,27
1,38
1,41
1,44
2,0
2,4
2,6
2,8
2,9
2,12
2,14
2,15
2,16
2,17
2,27
2,28
2,31
2,45
2,48
3,0
3,2
3,5
3,10
3,13
3,16
3,17
3,22
3,25
3,26
3,35
3,44
4,5
4,7
4,11
4,14
4,17
4,26
4,27
4,28
4,33
4,34
4,35
4,37
4,41
4,47
5,2
5,5
5,24
5,28
5,29
5,31
5,32
5,35
5,41
5,42
5,44
5,46
5,47
6,2
6,4
6,6
6,11
6,15
6,19
6,22
6,31
6,34
6,35
6,39
6,41
6,43
6,45
6,48
6,49
7,0
7,1
7,10
7,14
7,18
7,19
7,22
7,23
7,24
7,27
7,33
7,34
7,35
7,42
7,43
7,45
8,0
8,16
8,21
8,28
8,29
8,31
8,34
8,36
8,46
8,48
9,2
9,10
9,14
9,18
9,19
9,22
9,25
9,26
9,27
9,32
9,34
9,37
9,39
9,40
9,44
9,48
9,49
10,4
10,10
10,11
10,13
10,15
10,22
10,25
10,29
10,32
10,36
10,41
11,9
11,17
11,18
11,19
11,20
11,24
11,34
11,39
11,47
12,1
12,6
12,12
12,14
12,26
12,27
12,29
12,38
12,42
12,47
13,2
13,6
13,9
13,11
13,13
13,15
13,18
13,23
13,25
13,29
13,32
13,37
13,40
13,41
13,42
13,46
14,11
14,18
14,19
14,21
14,22
14,23
14,24
14,28
14,34
14,39
14,43
15,4
15,5
15,6
15,8
15,11
15,12
15,16
15,18
15,19
15,28
15,30
15,31
15,32
15,42
15,46
15,49
16,1
16,2
16,4
16,6
16,7
16,8
16,11
16,16
16,17
16,21
16,22
16,27
16,28
16,29
16,33
16,42
16,44
16,46
16,49
17,3
17,6
17,7
17,10
17,13
17,19
17,22
17,24
17,30
17,34
17,38
17,39
17,45
17,48
18,8
18,11
18,15
18,27
18,28
18,36
18,38
18,40
18,49
19,1
19,5
19,6
19,12
19,13
19,14
19,19
19,39
19,44
19,45
19,49
20,5
20,6
20,11
20,12
20,14
20,18
20,33
20,34
20,35
20,38
20,44
20,46
20,47
21,0
21,1
21,4
21,5
21,6
21,11
21,12
21,18
21,20
21,26
21,27
21,37
21,38
21,39
21,42
21,44
21,45
21,49
22,0
22,3
22,4
22,5
22,7
22,8
22,9
22,10
22,11
22,12
22,13
22,14
22,19
22,20
22,22
22,24
22,27
22,31
22,34
22,36
22,37
22,46
22,48
22,49
23,0
23,1
23,3
23,4
23,5
23,8
23,9
23,12
23,14
23,16
23,18
23,19
23,29
23,41
23,42
23,44
24,0
24,11
24,15
24,17
24,20
24,21
24,24
24,45
24,46
24,48
24,49
25,0
25,1
25,11
25,12
25,14
25,24
25,25
25,32
25,34
25,36
25,37
25,40
25,41
26,6
26,7
26,14
26,36
26,37
26,40
26,43
27,1
27,6
27,15
27,17
27,19
27,21
27,33
27,37
27,38
27,42
27,43
28,3
28,5
28,6
28,9
28,10
28,17
28,21
28,31
28,32
28,34
28,37
28,40
28,42
28,49
29,4
29,10
29,11
29,16
29,19
29,21
29,28
29,32
29,34
29,35
29,38
29,41
29,46
29,47
30,0
30,2
30,4
30,10
30,11
30,12
30,16
30,25
30,30
30,31
30,39
30,42
30,44
30,45
30,47
31,1
31,3
31,6
31,13
31,16
31,19
31,22
31,28
31,29
31,33
31,44
31,48
32,1
32,3
32,14
32,18
32,19
32,29
32,30
32,35
32,44
33,4
33,5
33,7
33,8
33,13
33,30
33,32
33,44
33,49
34,5
34,9
34,15
34,16
34,21
34,25
34,28
34,32
34,37
34,39
34,40
34,42
34,49
35,9
35,12
35,14
35,15
35,16
35,20
35,25
35,26
35,27
35,28
35,29
35,33
35,34
35,39
35,42
35,45
36,1
36,4
36,5
36,7
36,12
36,13
36,16
36,17
36,24
36,25
36,29
36,33
36,40
36,44
36,46
37,11
37,12
37,21
37,31
37,32
37,35
37,36
37,37
37,39
37,44
37,46
37,47
37,48
38,1
38,2
38,8
38,12
38,13
38,24
38,30
38,33
38,37
38,39
38,41
38,47
38,48
38,49
39,5
39,7
39,11
39,13
39,17
39,18
39,26
39,31
39,40
39,48
40,0
40,6
40,8
40,13
40,28
40,37
41,0
41,4
41,6
41,9
41,14
41,15
41,16
41,24
41,27
41,28
41,31
41,35
41,47
42,3
42,10
42,12
42,14
42,17
42,28
42,29
42,31
42,37
42,39
42,41
42,43
43,1
43,9
43,11
43,14
43,23
43,24
43,29
43,39
43,46
44,0
44,2
44,3
44,4
44,8
44,12
44,17
44,20
44,27
44,28
44,29
44,30
44,31
44,32
44,33
44,35
44,39
44,40
45,9
45,10
45,17
45,21
45,27
45,31
45,34
45,35
45,37
45,47
45,49
46,0
46,1
46,2
46,3
46,11
46,12
46,14
46,20
46,26
46,29
46,31
46,32
46,35
46,36
46,40
46,44
46,48
47,4
47,5
47,7
47,11
47,15
47,22
47,24
47,26
47,28
47,29
47,38
47,39
47,40
47,43
47,49
48,1
48,8
48,9
48,12
48,20
48,22
48,28
48,31
48,33
48,35
48,41
48,43
48,49
49,3
49,5
49,12
49,15
49,23
49,28
49,31
49,41
49,48
49,49
specials
49, 39, red, 1, False
